3.198	0.674	3.04	0.583	0.576	0.566	0.542	0.515	0.51	0.505
3.638	0.671	2.532	0.598	0.576	0.569	0.574	0.518	0.515	0.505
4.16	0.657	2.41	0.62	0.63	0.571	0.554	0.591	0.532	0.5
4.573	0.645	2.705	0.62	1.003	0.564	0.588	0.713	0.586	0.503
4.902	0.642	3.027	0.608	2.034	0.598	0.659	0.759	0.706	0.505
5.212	0.64	3.313	0.603	2.092	0.701	0.906	0.779	0.874	0.505
5.383	0.654	3.708	0.608	2.056	0.925	1.123	0.828	1.096	0.564
5.474	0.718	3.994	0.664	2.258	1.116	1.262	0.862	1.223	0.579
5.496	0.837	4.214	0.745	2.583	1.233	1.384	0.911	1.382	0.684
5.508	0.957	4.346	0.803	2.903	1.321	1.484	1.021	1.543	0.93
5.586	1.064	4.468	0.852	3.108	1.372	1.687	1.221	1.848	1.094
5.686	1.138	4.561	1.128	3.228	1.494	1.96	1.36	2.219	1.233
5.813	1.13	4.57	1.558	3.315	1.643	2.271	1.523	2.544	1.372
5.886	1.111	4.531	1.877	3.477	1.699	2.522	1.606	2.935	1.536
5.884	1.326	4.485	2.432	3.667	1.77	2.734	1.692	3.206	1.75
5.737	1.582	4.468	3.184	3.813	1.853	2.888	1.772	3.391	2.002
5.586	1.765	4.387	3.896	3.962	1.958	2.966	1.926	3.572	2.187
5.396	1.973	4.226	4.46	4.023	2.026	2.976	2.017	3.862	2.366
5.215	2.334	3.999	5.015	4.014	2.075	2.942	2.051	4.148	2.422
4.856	2.634	3.792	5.488	4.006	2.1	2.939	2.058	4.294	2.439
4.363	2.947	3.433	5.715	3.823	2.112	2.915	2.053	4.346	2.461
3.872	3.14	3.069	5.833	3.616	2.126	2.913	2.024	4.275	2.48
3.55	3.206	2.715	5.867	3.413	2.139	2.927	2.014	4.119	2.48
3.215	3.262	2.336	5.933	3.149	2.161	2.915	2	3.867	2.498
2.842	3.291	2.026	5.967	2.908	2.168	2.852	1.965	3.506	2.529
2.449	3.345	1.68	5.977	2.688	2.183	2.734	1.934	3.037	2.59
2	3.372	1.37	5.937	2.285	2.173	2.539	1.836	2.666	2.617
1.658	3.398	1.27	5.747	1.958	2.173	2.361	1.677	2.283	2.607
1.418	3.447	1.14	5.603	1.575	2.168	2.148	1.555	1.936	2.463
1.272	3.503	1.011	5.295	1.277	2.161	1.985	1.438	1.663	2.151
1.143	3.54	0.959	4.819	1.128	2.156	1.782	1.233	1.426	1.88
0.984	3.433	0.874	4.241	0.981	2.151	1.533	1.072	1.143	1.68
0.894	3.245	0.825	3.638	0.872	2.092	1.443	0.989	0.959	1.436
0.828	2.922	0.811	3.118	0.803	1.997	1.348	0.886	0.84	1.379
0.803	2.485	0.857	2.583	0.762	1.919	1.235	0.786	0.745	1.313
0.796	2.075	0.911	2.148	0.737	1.838	1.169	0.725	0.647	1.27
0.789	1.682	0.967	1.763	0.72	1.66	1.033	0.728	0.625	1.196
0.83	1.409	1.008	1.423	0.774	1.436	0.94	0.757	0.62	1.138
0.908	1.272	1.052	1.199	0.908	1.194	0.869	0.808	0.615	1.121
1.04	1.067	1.106	1.023	0.999	1.04	0.833	0.845	0.623	1.099
1.101	0.911	1.189	0.923	1.04	0.935	0.813	0.879	0.63	1.067
1.145	0.82	1.238	0.818	1.038	0.852	0.798	0.891	0.618	1.05
1.201	0.752	1.26	0.762	1.04	0.774	0.776	0.896	0.649	1.038
1.294	0.669	1.279	0.73	1.042	0.723	0.715	0.881	0.747	1.03
1.365	0.664	1.294	0.771	1.055	0.657	0.735	0.894	0.852	1.025
1.387	0.725	1.306	0.828	1.074	0.623	0.815	0.894	0.972	1.013
1.396	0.857	1.328	0.842	1.069	0.603	0.876	0.894	1.047	1.008
1.404	0.964	1.348	0.84	1.067	0.591	0.911	0.894	1.101	1.008
1.406	1.033	1.37	0.828	1.05	0.586	0.925	0.894	1.133	1.016
1.401	1.062	1.377	0.808	1.025	0.581	0.92	0.898	1.108	1.006
1.414	1.101	1.387	0.789	1.016	0.571	0.93	0.898	1.057	1.003
1.423	1.121	1.409	0.771	1.033	0.569	0.935	0.886	0.972	1.008
1.433	1.133	1.421	0.767	1.057	0.569	0.911	0.862	0.913	1.011
1.438	1.143	1.411	0.769	1.069	0.574	0.894	0.83	0.874	1.013
1.438	1.147	1.414	0.779	1.094	0.576	0.881	0.808	0.854	1.018
1.438	1.138	1.414	0.813	1.082	0.574	0.859	0.791	0.842	1.011
1.426	1.116	1.409	0.837	1.082	0.566	0.85	0.781	0.872	1.006
1.406	1.086	1.414	0.869	1.099	0.566	0.847	0.771	0.886	0.996
1.399	1.072	1.409	0.898	1.113	0.566	0.842	0.764	0.884	0.996
1.394	1.089	1.399	0.911	1.113	0.571	0.837	0.747	0.886	0.981
1.389	1.101	1.382	0.92	1.123	0.576	0.84	0.737	0.901	0.918
1.379	1.113	1.377	0.928	1.108	0.569	0.828	0.73	0.903	0.837
1.365	1.121	1.367	0.937	1.104	0.564	0.823	0.728	0.911	0.796
1.367	1.143	1.355	0.952	1.096	0.566	0.815	0.723	0.913	0.789
1.372	1.169	1.345	0.959	1.079	0.566	0.818	0.713	0.906	0.811
1.362	1.174	1.348	0.962	1.064	0.569	0.815	0.701	0.906	0.833
1.355	1.165	1.333	0.959	1.047	0.576	0.818	0.676	0.913	0.825
1.357	1.157	1.323	0.955	1.021	0.569	0.811	0.652	0.911	0.779
1.35	1.145	1.316	0.955	1.011	0.566	0.806	0.613	0.901	0.752
1.35	1.138	1.309	0.962	1.003	0.569	0.801	0.591	0.916	0.725
1.34	1.143	1.277	0.957	1.003	0.583	0.796	0.583	0.854	0.715
1.323	1.15	1.252	0.942	1.003	0.627	0.791	0.576	0.815	0.679
1.306	1.143	1.218	0.93	0.999	0.723	0.776	0.571	0.864	0.654
1.248	1.128	1.191	0.908	0.999	0.82	0.742	0.569	0.881	0.635
1.177	1.106	1.167	0.896	1.001	0.862	0.708	0.571	0.886	0.62
1.096	1.069	1.289	0.891	1.001	0.867	0.706	0.554	0.842	0.618
1.072	1.038	2.048	0.869	1.001	0.864	0.688	0.566	0.835	0.649
1.028	1.006	2.415	0.833	1.003	0.879	0.669	0.574	0.771	0.674
1.028	0.95	2.522	0.796	0.991	0.854	0.662	0.601	0.701	0.671
1.021	0.925	2.7	0.808	0.974	0.806	0.659	0.625	0.657	0.605
1.184	0.872	2.869	0.796	0.974	0.796	0.667	0.627	0.632	0.564
2	0.818	3.142	0.791	1.06	0.82	0.684	0.623	0.62	0.54
2.344	0.798	3.391	0.789	1.287	0.847	0.696	0.623	0.61	0.53
2.363	0.791	3.572	0.781	1.75	0.874	0.691	0.62	0.613	0.53
2.493	0.757	3.696	0.776	1.812	0.901	0.669	0.696	0.61	0.542
2.742	0.72	3.872	0.789	1.775	0.928	0.774	0.818	0.603	0.652
2.998	0.698	4.033	0.789	1.802	0.952	0.935	0.908	0.569	0.732
3.281	0.769	4.138	0.811	1.877	0.979	1.123	0.935	0.544	0.754
3.582	0.969	4.187	0.82	1.902	1.003	1.133	0.959	0.527	0.759
3.928	1.262	4.233	0.803	1.912	1.018	1.101	1.006	0.527	0.769
4.229	1.489	4.255	0.764	1.904	1.021	1.113	1.06	0.535	0.803
4.524	1.631	4.263	0.74	1.919	1.018	1.196	1.086	0.608	0.859
4.839	1.714	4.226	0.745	1.963	1.021	1.316	1.133	0.725	0.864
5.193	1.77	3.984	0.769	1.98	1.021	1.379	1.189	0.82	0.889
5.527	1.836	3.55	0.879	2.017	1.021	1.433	1.204	0.884	0.986
5.818	1.895	3.013	1.335	2.024	1.008	1.465	1.216	0.937	1.05
6.035	2.085	2.512	1.606	1.985	0.974	1.526	1.223	0.964	1.072
6.194	2.222	2.078	1.519	1.931	0.92	1.589	1.25	1.016	1.113
6.287	2.302	1.741	1.462	1.902	0.886	1.631	1.296	1.067	1.145
6.262	2.422	1.484	1.606	1.895	0.857	1.672	1.328	1.089	1.172
6.091	2.568	1.318	1.738	1.833	0.845	1.704	1.36	1.079	1.189
5.833	2.627	1.184	1.824	1.575	0.842	1.741	1.365	1.067	1.172
5.5	2.659	1.096	1.98	1.379	0.83	1.733	1.353	1.082	1.125
4.993	2.69	0.999	2.214	1.311	0.82	1.716	1.335	1.13	1.082
4.343	2.732	0.908	2.41	1.311	0.806	1.692	1.299	1.204	1.047
3.774	2.715	0.837	2.571	1.282	0.784	1.685	1.262	1.194	1.006
3.259	2.654	0.798	2.756	1.208	0.769	1.611	1.194	1.187	0.933
2.71	2.527	0.776	2.939	1.104	0.796	1.448	1.111	1.187	0.84
2.258	2.363	0.769	3.118	0.996	0.801	1.26	1.033	1.177	0.769
1.97	2.17	0.769	3.318	0.894	0.776	1.082	0.95	1.179	0.732
1.729	1.919	0.767	3.528	0.837	0.791	0.955	0.872	1.133	0.669
1.575	1.626	0.747	3.755	0.793	0.811	0.845	0.82	1.064	0.635
1.426	1.421	0.73	4.004	0.742	0.837	0.779	0.789	1.008	0.601
1.272	1.262	0.737	4.182	0.688	0.923	0.725	0.732	0.945	0.574
1.174	1.169	0.759	4.26	0.652	1.255	0.674	0.693	0.891	0.552
1.074	0.996	0.784	4.243	0.662	1.494	0.632	0.657	0.815	0.53
0.95	0.879	0.803	4.146	0.676	1.66	0.603	0.63	0.757	0.515
0.862	0.801	0.806	3.955	0.684	1.672	0.588	0.623	0.713	0.508
0.798	0.725	0.813	3.665	0.684	1.626	0.583	0.613	0.662	0.515
0.759	0.669	1.128	3.21	0.647	1.504	0.569	0.605	0.605	0.515
0.725	0.637	1.646	2.69	0.623	1.448	0.559	0.581	0.583	0.53
0.693	0.62	2.041	2.271	0.608	1.406	0.554	0.557	0.566	0.52
0.745	0.603	2.327	1.929	0.73	1.416	0.554	0.544	0.559	0.515
0.762	0.588	2.539	1.592	1.091	1.392	0.552	0.537	0.535	0.513
0.779	0.586	2.734	1.36	1.445	1.384	0.559	0.535	0.525	0.52
0.806	0.645	2.981	1.196	1.682	1.387	0.559	0.53	0.513	0.515
0.82	1.052	3.22	1.03	1.865	1.404	0.552	0.525	0.513	0.513
0.791	1.45	3.425	0.928	2.014	1.44	0.547	0.52	0.513	0.508
0.906	1.741	3.582	0.83	2.148	1.462	0.544	0.522	0.508	0.503
1.392	1.995	3.745	0.747	2.29	1.467	0.547	0.525	0.508	0.508
1.938	2.2	3.96	0.701	2.49	1.433	0.557	0.537	0.508	0.515
2.439	2.393	4.197	0.659	2.656	1.404	0.542	0.542	0.503	0.515
2.781	2.546	4.434	0.635	2.808	1.382	0.542	0.542	0.508	0.684
3.042	2.717	4.595	0.625	2.932	1.367	0.542	0.547	0.508	0.913
3.262	2.886	4.753	0.635	3.042	1.353	0.547	0.615	0.508	1.167
3.477	3.035	4.893	0.647	3.135	1.36	0.549	0.85	0.505	1.304
3.728	3.135	5.029	0.649	3.279	1.372	0.549	0.994	0.508	1.416
4.084	3.247	5.156	0.947	3.425	1.365	0.537	1.143	0.503	1.492
4.414	3.362	5.291	1.458	3.521	1.35	0.522	1.238	0.505	1.604
4.702	3.467	5.427	1.956	3.572	1.299	0.51	1.301	0.508	1.726
4.951	3.564	5.52	2.351	3.628	1.204	0.51	1.321	0.508	1.87
5.178	3.652	5.596	2.722	3.706	1.123	0.513	1.323	0.505	1.992
5.352	3.699	5.647	3.02	3.755	1.099	0.513	1.301	0.503	2.104
5.537	3.721	5.691	3.318	3.767	1.021	0.51	1.294	0.505	2.212
5.669	3.738	5.742	3.755	3.765	0.947	0.505	1.287	0.505	2.278
5.771	3.745	5.796	4.275	3.77	0.852	0.5	1.284	0.505	2.344
5.859	3.762	5.825	4.736	3.784	0.764	0.505	1.284	0.505	2.395
5.925	3.772	5.864	5.239	3.796	0.698	0.51	1.289	0.505	2.424
5.999	3.755	5.867	5.754	3.811	0.652	0.51	1.294	0.503	2.439
6.062	3.748	5.84	6.211	3.787	0.62	0.508	1.306	0.503	2.449
6.064	3.743	5.791	6.616	3.745	0.598	0.508	1.309	0.508	2.441
6.089	3.733	5.703	6.958	3.667	0.583	0.525	1.321	0.513	2.441
6.113	3.726	5.544	7.285	3.53	0.579	0.53	1.323	0.515	2.437
6.121	3.711	5.303	7.493	3.394	0.598	0.549	1.323	0.515	2.454
6.133	3.679	5.01	7.725	3.24	0.625	0.552	1.338	0.51	2.458
6.116	3.652	4.595	7.878	3.115	0.647	0.549	1.353	0.515	2.456
6.038	3.623	4.27	7.937	3.003	0.681	0.552	1.355	0.518	2.424
5.964	3.582	3.999	7.969	2.881	0.706	0.549	1.355	0.532	2.395
5.881	3.511	3.684	8.01	2.734	0.723	0.552	1.353	0.544	2.388
5.642	3.43	3.411	8.03	2.588	0.742	0.564	1.326	0.554	2.349
5.293	3.35	3.247	8.03	2.488	0.742	0.562	1.296	0.552	2.3
4.956	3.262	3.12	8.008	2.351	0.725	0.564	1.265	0.552	2.241
4.69	3.162	2.957	7.974	2.214	0.84	0.562	1.213	0.557	2.185
4.424	3.071	2.637	7.876	2.078	1.028	0.574	1.169	0.562	2.136
4.229	3.015	2.305	7.673	1.965	1.243	0.593	1.143	0.566	1.985
4.067	2.974	1.951	7.361	1.887	1.514	0.61	1.079	0.566	1.865
3.906	2.898	1.624	7.036	1.724	1.76	0.613	1.038	0.554	1.802
3.711	2.791	1.377	6.604	1.526	1.88	0.72	1.033	0.542	1.716
3.486	2.578	1.13	6.152	1.47	1.992	1.025	0.967	0.532	1.599
3.315	2.292	0.984	5.652	1.433	2.109	1.223	0.874	0.527	1.487
3.13	2.046	0.896	5.173	1.311	2.256	1.472	0.842	0.52	1.489
2.771	1.753	0.867	4.695	1.157	2.471	1.702	0.82	0.52	1.426
2.332	1.584	0.813	4.312	0.991	2.659	1.953	0.803	0.51	1.277
1.975	1.431	0.779	3.945	0.852	2.832	2.2	0.872	0.508	1.116
1.597	1.228	0.769	3.63	0.762	2.983	2.405	1.145	0.513	0.95
1.301	1.045	0.75	3.342	0.767	3.12	2.627	1.331	0.513	0.82
1.094	1.045	0.747	3.079	0.947	3.25	2.769	1.433	0.51	0.718
0.942	1.46	0.742	2.866	1.311	3.406	2.91	1.499	0.51	0.647
0.845	2.375	0.747	2.593	1.733	3.606	3.049	1.589	0.505	0.61
0.784	2.786	0.754	2.361	1.924	3.757	3.186	1.67	0.505	0.593
0.745	3.04	0.762	2.046	2.026	3.853	3.345	1.738	0.508	0.591
0.701	3.186	0.759	1.755	2.1	3.899	3.491	1.716	0.513	0.691
0.679	3.337	0.759	1.545	2.214	3.923	3.621	1.667	0.515	0.842
0.669	3.643	0.757	1.372	2.256	3.945	3.711	1.682	0.513	1.072
0.669	3.926	0.759	1.165	2.302	3.953	3.77	1.714	0.515	1.228
0.664	4.246	0.764	1.011	2.351	3.943	3.809	1.672	0.525	1.318
0.662	4.521	0.779	0.918	2.405	3.938	3.831	1.628	0.544	1.37
0.674	4.758	0.776	0.876	2.444	3.926	3.848	1.58	0.854	1.433
0.679	5.068	0.771	0.872	2.434	3.894	3.875	1.526	1.226	1.536
0.688	5.31	0.769	0.879	2.415	3.853	3.865	1.482	1.558	1.658
0.701	5.515	0.781	0.835	2.373	3.809	3.835	1.436	1.804	1.772
0.698	5.574	0.801	0.774	2.341	3.684	3.704	1.394	1.987	1.865
0.696	5.442	0.815	0.723	2.302	3.528	3.56	1.34	2.129	1.917
0.691	5.173	0.825	0.684	2.288	3.396	3.437	1.26	2.244	1.987
0.703	4.832	0.83	0.664	2.28	3.306	3.337	1.226	2.319	2.075
0.723	4.502	0.84	0.645	2.258	3.276	3.267	1.208	2.405	2.124
0.757	4.185	0.845	0.63	2.207	3.208	3.176	1.084	2.483	2.156
0.935	3.889	0.857	0.615	2.097	3.088	2.966	0.952	2.588	2.141
1.235	3.652	0.874	0.603	1.929	2.915	2.734	0.93	2.668	2.092
1.75	3.394	0.879	0.593	1.777	2.69	2.451	0.894	2.693	2.039
2.092	3.042	0.881	0.588	1.689	2.51	2.268	0.825	2.71	1.929
2.314	2.639	0.964	0.588	1.589	2.322	2.073	0.747	2.739	1.848
2.524	2.261	1.13	0.593	1.472	2.158	1.956	0.693	2.756	1.809
2.886	1.99	1.323	0.603	1.37	1.995	1.831	0.671	2.786	1.758
3.198	1.765	1.523	0.603	1.23	1.836	1.68	0.62	2.827	1.626
3.467	1.602	1.658	0.601	1.099	1.604	1.538	0.581	2.874	1.453
3.599	1.445	1.704	0.715	0.984	1.484	1.418	0.564	2.905	1.326
3.713	1.326	1.726	1.008	0.889	1.433	1.384	0.552	2.91	1.162
3.865	1.208	1.868	1.348	0.806	1.287	1.506	0.537	2.927	1.003
3.984	1.013	2.014	1.501	0.74	1.094	1.57	0.525	2.952	0.864
4.07	0.85	2.139	1.582	0.671	0.923	1.604	0.518	2.969	0.754
4.131	0.747	2.292	1.714	0.632	0.825	1.631	0.513	2.983	0.679
4.209	0.671	2.476	1.838	0.642	0.759	1.633	0.515	2.993	0.618
4.316	0.623	2.615	2.083	0.645	0.713	1.724	0.52	2.981	0.559
4.353	0.601	2.737	2.258	0.627	0.701	1.704	0.515	2.957	0.525
4.36	0.586	2.864	2.405	0.608	0.691	1.694	0.515	2.932	0.498
4.38	0.579	2.986	2.522	0.591	0.642	1.675	0.51	2.856	0.476
4.385	0.576	3.049	2.693	0.583	0.61	1.65	0.513	2.734	0.464
4.29	0.562	3.105	2.888	0.579	0.596	1.672	0.513	2.605	0.464
4.077	0.557	3.101	3	0.581	0.591	1.733	0.52	2.432	0.488
3.738	0.557	3.091	3.118	0.581	0.61	1.755	0.515	2.207	0.476
3.455	0.557	3.11	3.267	0.576	0.728	1.794	0.51	2.085	0.464
3.245	0.559	3.12	3.359	0.574	1.167	1.826	0.508	1.941	0.457
3.052	0.562	3.083	3.423	0.571	1.587	1.838	0.508	1.799	0.454
2.817	0.554	2.988	3.455	0.574	1.797	1.775	0.51	1.697	0.447
2.534	0.552	2.82	3.479	0.576	1.882	1.692	0.518	1.628	0.447
2.297	0.552	2.654	3.503	0.574	1.975	1.575	0.518	1.584	0.449
2.036	0.552	2.532	3.511	0.576	2.102	1.472	0.513	1.409	0.452
1.826	0.559	2.405	3.489	0.574	2.273	1.384	0.508	1.243	0.447
1.653	0.559	2.195	3.501	0.574	2.424	1.311	0.508	1.121	0.447
1.445	0.552	1.978	3.518	0.574	2.563	1.206	0.51	0.964	0.442
1.321	0.552	1.755	3.528	0.579	2.786	1.089	0.515	0.833	0.444
1.174	0.547	1.597	3.528	0.576	3.015	1.008	0.513	0.72	0.449
1.021	0.552	1.433	3.506	0.574	3.196	0.952	0.513	0.642	0.447
0.92	0.554	1.26	3.472	0.574	3.318	0.896	0.508	0.603	0.447
0.84	0.562	1.128	3.455	0.574	3.389	0.806	0.508	0.601	0.447
0.791	0.557	1.008	3.43	0.574	3.452	0.759	0.513	0.605	0.444
0.762	0.549	0.925	3.416	0.579	3.489	0.732	0.515	0.593	0.447
0.74	0.552	0.881	3.379	0.579	3.513	0.728	0.513	0.566	0.452
0.737	0.557	0.84	3.32	0.576	3.501	0.662	0.513	0.552	0.454
0.725	0.562	0.82	3.225	0.571	3.406	0.618	0.508	0.552	0.454
0.72	0.562	0.818	3.037	0.574	3.267	0.579	0.508	0.559	0.449
0.72	0.557	0.801	2.744	0.571	3.047	0.557	0.513	0.554	0.439
0.71	0.552	0.791	2.41	0.574	2.815	0.544	0.515	0.601	0.449
0.715	0.552	0.789	2.048	0.574	2.639	0.537	0.518	0.706	0.454
0.713	0.559	0.791	1.792	0.571	2.471	0.527	0.513	0.884	0.454
0.72	0.564	0.793	1.67	0.569	2.202	0.527	0.508	1.152	0.454
0.713	0.562	0.789	1.516	0.571	1.841	0.52	0.508	1.384	0.452
0.715	0.554	0.786	1.328	0.571	1.545	0.52	0.515	1.528	0.452
0.713	0.554	0.781	1.196	0.574	1.279	0.522	0.513	1.66	0.452
0.71	0.559	0.784	1.06	0.571	1.096	0.525	0.515	1.782	0.452
0.708	0.564	0.781	0.93	0.574	0.979	0.52	0.515	1.86	0.454
0.701	0.574	0.784	0.845	0.571	0.835	0.52	0.51	1.88	0.454
0.696	0.61	0.786	0.774	0.571	0.737	0.515	0.518	1.929	0.447
0.693	0.745	0.781	0.71	0.571	0.662	0.515	0.515	1.978	0.449
0.688	1.582	0.779	0.671	0.574	0.613	0.522	0.515	2.007	0.449
0.693	2.876	0.784	0.652	0.576	0.581	0.52	0.515	2.058	0.452
0.696	2.91	0.781	0.627	0.576	0.559	0.52	0.513	2.078	0.454
0.696	2.908	0.786	0.613	0.571	0.544	0.522	0.51	2.097	0.476
0.693	3.247	0.786	0.601	0.571	0.562	0.515	0.51	2.107	0.522
0.691	3.616	0.786	0.593	0.569	0.54	0.51	0.515	2.129	0.544
0.691	3.982	0.781	0.601	0.576	0.532	0.518	0.542	2.131	0.574
0.691	4.382	0.784	0.598	0.579	0.53	0.52	0.586	2.102	0.706
0.696	4.768	0.786	0.593	0.649	0.527	0.52	0.583	2.041	0.854
0.696	5.068	0.791	0.588	0.735	0.525	0.52	0.564	1.912	1.118
0.696	5.229	0.789	0.583	0.754	0.522	0.508	0.588	1.655	1.404
0.693	5.325	0.784	0.586	0.723	0.518	0.515	0.62	1.421	1.47
0.693	5.422	0.781	0.588	0.789	0.515	0.518	0.637	1.27	1.509
0.693	5.464	0.781	0.591	1.365	0.518	0.518	0.645	1.101	1.545
0.691	5.315	0.781	0.591	3.015	0.525	0.52	0.63	0.969	1.729
0.693	4.937	0.789	0.588	3.97	0.525	0.52	0.603	0.879	1.948
0.688	4.395	0.789	0.581	4.419	0.518	0.515	0.586	0.757	2.078
0.686	3.867	0.786	0.581	4.736	0.515	0.518	0.664	0.669	2.185
0.681	3.296	0.786	0.588	4.915	0.518	0.518	1.177	0.613	2.234
0.684	2.896	0.781	0.588	5.01	0.52	0.522	2.08	0.569	2.231
0.688	2.52	0.786	0.588	5.159	0.522	0.522	2.356	0.54	2.234
0.686	2.183	0.789	0.586	5.193	0.525	0.518	2.505	0.535	2.234
0.691	1.88	0.786	0.581	5.195	0.52	0.513	2.673	0.525	2.266
0.686	1.619	0.781	0.581	5.203	0.515	0.518	2.979	0.52	2.302
0.686	1.401	0.781	0.588	5.217	0.518	0.518	3.213	0.51	2.314
0.691	1.177	0.776	0.588	5.208	0.52	0.522	3.496	0.5	2.295
0.693	0.974	0.781	0.586	5.183	0.52	0.522	3.743	0.505	2.212
0.691	0.986	0.784	0.583	5.137	0.527	0.515	3.892	0.505	1.985
0.691	0.957	0.784	0.579	4.897	0.518	0.515	4.048	0.505	1.765
0.684	1.301	0.776	0.579	4.458	0.515	0.518	4.199	0.508	1.631
0.686	1.494	0.781	0.586	4.05	0.515	0.518	4.329	0.5	1.501
0.693	1.531	0.891	0.583	3.545	0.52	0.52	4.443	0.5	1.404
0.688	1.509	1.001	0.588	3.074	0.522	0.53	4.47	0.503	1.379
0.691	1.506	1.24	0.579	2.595	0.52	0.527	4.263	0.503	1.355
0.691	1.533	1.543	0.576	2.192	0.518	0.532	3.984	0.508	1.318
0.688	1.565	2.012	0.576	1.768	0.515	0.552	3.481	0.503	1.296
0.706	1.628	2.224	0.581	1.401	0.515	0.657	2.964	0.5	1.289
0.752	1.746	2.314	0.581	1.143	0.518	0.754	2.473	0.5	1.289
1.04	1.946	2.651	0.581	1.067	0.515	0.806	2.09	0.505	1.304
3.508	2.126	3.303	0.576	1.006	0.525	0.996	1.743	0.505	1.331
3.491	2.302	3.901	0.574	0.955	0.518	1.587	1.418	0.505	1.379
3.132	2.4	4.443	0.571	0.989	0.513	2.061	1.184	0.503	1.396
3.594	2.473	5	0.579	1.05	0.515	2.161	1.038	0.5	1.387
4.668	2.561	5.469	0.581	0.996	0.518	2.266	0.93	0.498	1.35
5.527	2.725	6.003	0.576	0.952	0.52	2.515	0.84	0.498	1.323
6.086	2.881	6.57	0.574	0.94	0.522	2.805	0.725	0.503	1.306
6.682	3.032	7.109	0.574	0.955	0.515	2.954	0.647	0.503	1.299
7.185	3.123	7.349	0.574	0.981	0.515	3.12	0.601	0.5	1.294
7.551	3.176	7.461	0.576	1.035	0.515	3.259	0.588	0.498	1.296
7.808	3.215	7.595	0.579	1.101	0.518	3.406	0.569	0.496	1.304
7.964	3.252	7.715	0.581	1.155	0.525	3.533	0.547	0.498	1.309
8.02	3.276	7.827	0.574	1.194	0.52	3.613	0.535	0.498	1.313
8.025	3.252	7.8	0.574	1.243	0.515	3.643	0.527	0.527	1.309
8.059	3.223	7.612	0.576	1.299	0.515	3.679	0.522	0.564	1.309
8.059	3.213	7.087	0.579	1.365	0.518	3.711	0.522	0.625	1.309
8.025	3.179	6.389	0.581	1.453	0.518	3.74	0.522	0.637	1.323
8.018	3.176	5.667	0.583	1.509	0.527	3.745	0.518	0.64	1.34
7.988	3.198	4.915	0.583	1.602	0.52	3.708	0.515	0.652	1.343
7.69	3.235	4.197	0.581	1.658	0.518	3.596	0.513	0.659	1.35
7.183	3.264	3.53	0.586	1.699	0.513	3.352	0.515	0.671	1.355
6.433	3.301	2.986	0.591	1.738	0.515	3.076	0.518	0.703	1.36
5.64	3.318	2.52	0.603	1.772	0.518	2.769	0.518	0.796	1.37
4.919	3.367	2.148	0.605	1.807	0.522	2.366	0.515	0.835	1.37
4.192	3.435	1.843	0.647	1.819	0.52	1.975	0.518	0.83	1.343
3.418	3.481	1.516	0.962	1.833	0.515	1.716	0.51	0.937	1.294
2.874	3.513	1.274	2.043	1.843	0.513	1.479	0.515	1.594	1.228
2.385	3.53	1.155	2.412	1.841	0.522	1.199	0.52	2.515	1.187
1.885	3.535	1.05	2.434	1.814	0.532	1.003	0.52	3.008	1.14
1.484	3.518	0.984	2.82	1.775	0.535	0.842	0.515	3.286	1.101
1.265	3.535	0.911	3.274	1.726	0.527	0.73	0.518	3.418	1.089
